,Site,Measurement,DateTime,Value,detection limit,censored
396,SQ10805,Ammoniacal Nitrogen,2005-07-11 10:00:00,0.008,0.01,<
399,SQ10805,Ammoniacal Nitrogen,2006-04-10 11:45:00,0.008,0.01,<
404,SQ10805,Ammoniacal Nitrogen,2007-10-09 11:16:00,0.007,0.01,<
407,SQ10805,Ammoniacal Nitrogen,2008-07-21 11:02:00,0.006,0.01,<
409,SQ10805,Ammoniacal Nitrogen,2009-01-12 11:13:00,0.008,0.01,<
423,SQ10805,Ammoniacal Nitrogen,2012-10-02 10:05:00,0.009,0.01,<
497,SQ10818,Ammoniacal Nitrogen,2010-10-19 11:24:00,0.008,0.01,<
499,SQ10818,Ammoniacal Nitrogen,2011-07-06 12:14:00,0.009,0.01,<
501,SQ10818,Ammoniacal Nitrogen,2012-01-25 11:10:00,0.006,0.01,<
648,SQ20106,Ammoniacal Nitrogen,2007-08-20 11:21:00,0.006,0.01,<
649,SQ20106,Ammoniacal Nitrogen,2008-02-25 13:50:00,0.006,0.01,<
654,SQ20106,Ammoniacal Nitrogen,2009-11-11 10:44:00,0.007,0.01,<
656,SQ20106,Ammoniacal Nitrogen,2010-11-01 09:31:00,0.006,0.01,<
658,SQ20106,Ammoniacal Nitrogen,2011-11-30 10:34:00,0.008,0.01,<
659,SQ20106,Ammoniacal Nitrogen,2012-08-16 11:12:00,0.007,0.01,<
660,SQ20106,Ammoniacal Nitrogen,2012-11-22 10:21:00,0.009,0.01,<
1153,SQ20401,Ammoniacal Nitrogen,2006-08-14 12:25:00,0.008,0.01,<
1165,SQ20401,Ammoniacal Nitrogen,2009-08-12 10:36:00,0.009,0.01,<
1166,SQ20401,Ammoniacal Nitrogen,2009-11-03 14:45:00,0.006,0.01,<
1170,SQ20401,Ammoniacal Nitrogen,2010-11-02 11:40:00,0.008,0.01,<
1171,SQ20401,Ammoniacal Nitrogen,2011-02-15 11:15:00,0.009,0.01,<
1176,SQ20401,Ammoniacal Nitrogen,2012-05-16 13:10:00,0.009,0.01,<
1814,SQ21047,Ammoniacal Nitrogen,2005-01-19 08:55:00,0.008,0.01,<
1820,SQ21047,Ammoniacal Nitrogen,2005-08-15 13:15:00,0.009,0.01,<
1836,SQ21047,Ammoniacal Nitrogen,2009-08-10 12:48:00,0.005,0.01,<
1837,SQ21047,Ammoniacal Nitrogen,2009-11-09 13:17:00,0.007,0.01,<
1838,SQ21047,Ammoniacal Nitrogen,2010-02-01 12:19:00,0.005,0.01,<
1841,SQ21047,Ammoniacal Nitrogen,2010-11-09 13:00:00,0.007,0.01,<
1895,SQ21049,Ammoniacal Nitrogen,2008-05-19 12:41:00,0.009,0.01,<
1910,SQ21049,Ammoniacal Nitrogen,2012-02-20 12:25:00,0.007,0.01,<
2223,SQ21255,Ammoniacal Nitrogen,2010-12-16 13:06:00,0.009,0.01,<
2234,SQ21255,Ammoniacal Nitrogen,2012-03-07 12:00:00,0.009,0.01,<
2238,SQ21255,Ammoniacal Nitrogen,2012-07-05 12:12:00,0.009,0.01,<
2438,SQ21296,Ammoniacal Nitrogen,2004-07-12 10:45:00,0.009,0.01,<
2455,SQ21296,Ammoniacal Nitrogen,2006-10-11 09:20:00,0.009,0.01,<
3350,SQ30390,Ammoniacal Nitrogen,2010-02-25 10:50:00,0.008,0.01,<
3370,SQ30400,Ammoniacal Nitrogen,2004-02-09 09:40:00,0.008,0.01,<
3371,SQ30400,Ammoniacal Nitrogen,2004-05-10 10:35:00,0.007,0.01,<
3405,SQ30400,Ammoniacal Nitrogen,2008-05-29 12:15:00,0.009,0.01,<
3412,SQ30400,Ammoniacal Nitrogen,2010-02-25 11:50:00,0.009,0.01,<
3415,SQ30400,Ammoniacal Nitrogen,2010-09-21 12:30:00,0.009,0.01,<
3416,SQ30400,Ammoniacal Nitrogen,2010-10-26 08:27:00,0.006,0.01,<
3425,SQ30400,Ammoniacal Nitrogen,2011-11-28 11:10:00,0.009,0.01,<
3426,SQ30400,Ammoniacal Nitrogen,2012-02-09 09:44:00,0.009,0.01,<
3544,SQ30445,Ammoniacal Nitrogen,2011-11-28 09:35:00,0.009,0.01,<
5718,SQ33273,Ammoniacal Nitrogen,2010-01-28 07:50:00,0.005,0.01,<
5796,SQ33274,Ammoniacal Nitrogen,2004-12-03 10:15:00,0.008,0.01,<
5824,SQ33274,Ammoniacal Nitrogen,2012-02-02 06:55:00,0.009,0.01,<
5873,SQ33476,Ammoniacal Nitrogen,2010-01-28 07:20:00,0.009,0.01,<
6299,SQ34420,Ammoniacal Nitrogen,2012-09-18 14:20:00,0.007,0.01,<
6354,SQ34540,Ammoniacal Nitrogen,2009-09-21 14:20:00,0.005,0.01,<
6355,SQ34540,Ammoniacal Nitrogen,2009-12-21 14:00:00,0.009,0.01,<
6359,SQ34540,Ammoniacal Nitrogen,2010-12-13 09:55:00,0.005,0.01,<
6361,SQ34540,Ammoniacal Nitrogen,2011-09-14 12:30:00,0.009,0.01,<
6367,SQ34540,Ammoniacal Nitrogen,2012-11-14 08:15:00,0.005,0.01,<
7393,SQ35156,Ammoniacal Nitrogen,2008-06-26 09:15:00,0.009,0.01,<
7396,SQ35156,Ammoniacal Nitrogen,2008-09-08 10:10:00,0.008,0.01,<
7578,SQ35234,Ammoniacal Nitrogen,2008-09-08 10:36:00,0.006,0.01,<
7632,SQ35235,Ammoniacal Nitrogen,2010-03-23 11:23:00,0.006,0.01,<
3308,SQ21298,Dissolved Reactive Phosphorus,2011-10-05 08:55:00,0.003,0.004,<
3391,SQ21298,Dissolved Reactive Phosphorus,2019-10-02 08:11:00,0.0033,0.004,<
4531,SQ30332,Dissolved Reactive Phosphorus,2006-09-19 12:27:00,0.003,0.004,<
4542,SQ30332,Dissolved Reactive Phosphorus,2007-09-27 12:18:00,0.003,0.004,<
4572,SQ30332,Dissolved Reactive Phosphorus,2012-09-20 11:20:00,0.003,0.004,<
4573,SQ30332,Dissolved Reactive Phosphorus,2012-10-24 11:11:00,0.003,0.004,<
4599,SQ30332,Dissolved Reactive Phosphorus,2015-01-15 08:50:00,0.0036,0.004,<
4607,SQ30332,Dissolved Reactive Phosphorus,2015-09-14 10:12:00,0.0016,0.004,<
4626,SQ30332,Dissolved Reactive Phosphorus,2017-04-07 11:01:00,0.0019,0.004,<
4631,SQ30332,Dissolved Reactive Phosphorus,2017-09-08 09:49:00,0.0012,0.004,<
4713,SQ30390,Dissolved Reactive Phosphorus,2015-02-03 13:26:00,0.0035,0.004,<
5159,SQ30916,Dissolved Reactive Phosphorus,2019-03-25 13:56:00,0.0027,0.004,<
5708,SQ30992,Dissolved Reactive Phosphorus,2009-09-17 11:15:00,0.002,0.004,<
5710,SQ30992,Dissolved Reactive Phosphorus,2009-11-03 11:15:00,0.001,0.004,<
5715,SQ30992,Dissolved Reactive Phosphorus,2010-04-08 11:25:00,0.002,0.004,<
5721,SQ30992,Dissolved Reactive Phosphorus,2010-10-19 10:00:00,0.003,0.004,<
5722,SQ30992,Dissolved Reactive Phosphorus,2010-11-04 09:05:00,0.002,0.004,<
5732,SQ30992,Dissolved Reactive Phosphorus,2011-10-18 10:40:00,0.003,0.004,<
5791,SQ30992,Dissolved Reactive Phosphorus,2016-09-21 11:06:00,0.0026,0.004,<
5792,SQ30992,Dissolved Reactive Phosphorus,2016-10-17 11:05:00,0.0037,0.004,<
5803,SQ30992,Dissolved Reactive Phosphorus,2017-09-20 10:57:00,0.0019,0.004,<
5804,SQ30992,Dissolved Reactive Phosphorus,2017-10-19 11:22:00,0.0032,0.004,<
5806,SQ30992,Dissolved Reactive Phosphorus,2017-12-18 11:14:00,0.0038,0.004,<
5813,SQ30992,Dissolved Reactive Phosphorus,2018-09-17 09:35:00,0.0039,0.004,<
5814,SQ30992,Dissolved Reactive Phosphorus,2018-10-23 10:12:00,0.0039,0.004,<
5817,SQ30992,Dissolved Reactive Phosphorus,2019-01-24 09:40:00,0.0025,0.004,<
6249,SQ33593,Dissolved Reactive Phosphorus,2017-04-10 15:10:00,0.0079,0.01,<
6250,SQ33593,Dissolved Reactive Phosphorus,2017-05-15 13:59:00,0.0069,0.01,<
6254,SQ33593,Dissolved Reactive Phosphorus,2017-09-22 10:45:00,0.0038,0.01,<
6258,SQ33593,Dissolved Reactive Phosphorus,2018-01-19 07:24:00,0.005,0.01,<
6259,SQ33593,Dissolved Reactive Phosphorus,2018-02-23 08:14:00,0.007,0.01,<
6261,SQ33593,Dissolved Reactive Phosphorus,2018-04-24 08:56:00,0.004,0.01,<
6264,SQ33593,Dissolved Reactive Phosphorus,2018-08-14 10:00:00,0.0038,0.01,<
6266,SQ33593,Dissolved Reactive Phosphorus,2018-10-18 10:17:00,0.0041,0.01,<
6267,SQ33593,Dissolved Reactive Phosphorus,2018-11-22 10:44:00,0.0083,0.01,<
6269,SQ33593,Dissolved Reactive Phosphorus,2019-02-12 07:29:00,0.002,0.01,<
6270,SQ33593,Dissolved Reactive Phosphorus,2019-03-14 07:56:00,0.0041,0.01,<
6271,SQ33593,Dissolved Reactive Phosphorus,2019-04-16 10:07:00,0.0037,0.01,<
6272,SQ33593,Dissolved Reactive Phosphorus,2019-05-20 14:31:00,0.0036,0.01,<
6273,SQ33593,Dissolved Reactive Phosphorus,2019-06-24 09:27:00,0.0073,0.01,<
6274,SQ33593,Dissolved Reactive Phosphorus,2019-07-22 09:00:00,0.004,0.01,<
6276,SQ33593,Dissolved Reactive Phosphorus,2019-09-10 13:01:00,0.0043,0.01,<
6277,SQ33593,Dissolved Reactive Phosphorus,2019-10-17 08:35:00,0.0027,0.01,<
6278,SQ33593,Dissolved Reactive Phosphorus,2019-11-25 15:06:00,0.0024,0.01,<
6279,SQ33593,Dissolved Reactive Phosphorus,2019-12-10 09:42:00,0.008,0.01,<
7907,SQ34903,Dissolved Reactive Phosphorus,2016-08-10 12:52:00,0.0037,0.004,<
7910,SQ34903,Dissolved Reactive Phosphorus,2017-05-10 11:35:00,0.0026,0.004,<
319,SQ10275,Total Phosphorus,2011-03-21 00:00:10,0.005,0.008,<
320,SQ10275,Total Phosphorus,2011-04-07 11:00:00,0.007,0.008,<
352,SQ10275,Total Phosphorus,2014-08-18 12:39:00,0.007,0.008,<
387,SQ10275,Total Phosphorus,2017-07-18 11:16:00,0.005,0.008,<
615,SQ10852,Total Phosphorus,2011-04-06 12:00:00,0.004,0.008,<
621,SQ10852,Total Phosphorus,2013-07-24 10:38:00,0.007,0.008,<
1772,SQ20544,Total Phosphorus,2013-08-27 11:38:00,0.006,0.008,<
2229,SQ21044,Total Phosphorus,2014-11-19 09:15:00,0.006,0.008,<
2650,SQ26242,Total Phosphorus,2013-09-17 10:15:00,0.005,0.008,<
2660,SQ26242,Total Phosphorus,2014-08-28 10:40:00,0.004,0.008,<
3074,SQ30141,Total Phosphorus,2005-03-16 14:25:00,0.002,0.004,<
3076,SQ30141,Total Phosphorus,2006-01-24 09:35:00,0.003,0.004,<
3077,SQ30141,Total Phosphorus,2006-02-24 08:00:00,0.003,0.004,<
3081,SQ30141,Total Phosphorus,2007-02-28 12:00:00,0.003,0.004,<
3084,SQ30141,Total Phosphorus,2008-02-19 08:32:00,0.003,0.004,<
3128,SQ30147,Total Phosphorus,2005-01-11 10:25:00,0.003,0.004,<
3131,SQ30147,Total Phosphorus,2005-04-14 13:45:00,0.002,0.004,<
3132,SQ30147,Total Phosphorus,2006-01-24 09:40:00,0.003,0.004,<
3133,SQ30147,Total Phosphorus,2006-02-24 08:03:00,0.003,0.004,<
3134,SQ30147,Total Phosphorus,2006-03-23 14:25:00,0.002,0.004,<
3137,SQ30147,Total Phosphorus,2007-02-28 12:04:00,0.003,0.004,<
3138,SQ30147,Total Phosphorus,2007-03-27 17:01:00,0.003,0.004,<
3139,SQ30147,Total Phosphorus,2007-04-19 12:36:00,0.003,0.004,<
3562,SQ30332,Total Phosphorus,2013-01-29 10:45:00,0.006,0.008,<
3571,SQ30332,Total Phosphorus,2013-10-03 12:09:00,0.005,0.008,<
3582,SQ30332,Total Phosphorus,2014-09-01 10:12:00,0.007,0.008,<
3594,SQ30332,Total Phosphorus,2015-09-14 10:12:00,0.007,0.008,<
3603,SQ30332,Total Phosphorus,2016-06-09 10:54:00,0.006,0.008,<
3611,SQ30332,Total Phosphorus,2017-02-08 08:36:00,0.007,0.008,<
3618,SQ30332,Total Phosphorus,2017-09-08 09:49:00,0.004,0.008,<
3775,SQ30486,Total Phosphorus,2004-12-06 12:45:00,0.003,0.004,<
3779,SQ30486,Total Phosphorus,2005-04-14 12:35:00,0.002,0.004,<
3781,SQ30486,Total Phosphorus,2006-02-24 08:40:00,0.002,0.004,<
3782,SQ30486,Total Phosphorus,2006-03-23 13:55:00,0.002,0.004,<
3785,SQ30486,Total Phosphorus,2007-02-28 12:43:00,0.003,0.004,<
3790,SQ30486,Total Phosphorus,2008-04-23 09:31:00,0.003,0.004,<
3832,SQ30497,Total Phosphorus,2004-12-06 12:38:00,0.002,0.005,<
3833,SQ30497,Total Phosphorus,2005-01-11 10:50:00,0.001,0.005,<
3835,SQ30497,Total Phosphorus,2005-03-16 13:10:00,0.002,0.005,<
3836,SQ30497,Total Phosphorus,2005-04-14 12:25:00,0.001,0.005,<
3837,SQ30497,Total Phosphorus,2006-01-24 10:02:00,0.002,0.005,<
3838,SQ30497,Total Phosphorus,2006-02-24 08:30:00,0.004,0.005,<
3839,SQ30497,Total Phosphorus,2006-03-23 13:45:00,0.001,0.005,<
3842,SQ30497,Total Phosphorus,2007-02-28 12:36:00,0.003,0.005,<
3899,SQ30525,Total Phosphorus,2004-12-06 12:35:00,0.003,0.004,<
3902,SQ30525,Total Phosphorus,2005-03-16 13:20:00,0.003,0.004,<
3903,SQ30525,Total Phosphorus,2005-04-14 12:30:00,0.003,0.004,<
3906,SQ30525,Total Phosphorus,2006-03-23 13:45:00,0.003,0.004,<
3909,SQ30525,Total Phosphorus,2007-02-28 12:33:00,0.003,0.004,<
4432,SQ31043,Total Phosphorus,2004-12-06 13:32:00,0.002,0.004,<
4433,SQ31043,Total Phosphorus,2005-01-11 11:45:00,0.002,0.004,<
4435,SQ31043,Total Phosphorus,2005-03-16 12:50:00,0.003,0.004,<
4436,SQ31043,Total Phosphorus,2005-04-14 12:10:00,0.003,0.004,<
4439,SQ31043,Total Phosphorus,2006-03-23 13:30:00,0.002,0.004,<
4442,SQ31043,Total Phosphorus,2007-02-28 13:15:00,0.003,0.004,<
4444,SQ31043,Total Phosphorus,2007-04-19 11:30:00,0.003,0.004,<
4522,SQ31051,Total Phosphorus,2004-12-06 13:45:00,0.002,0.004,<
4523,SQ31051,Total Phosphorus,2005-01-11 11:58:00,0.003,0.004,<
4526,SQ31051,Total Phosphorus,2005-04-14 12:00:00,0.003,0.004,<
4527,SQ31051,Total Phosphorus,2006-01-24 10:51:00,0.002,0.004,<
4528,SQ31051,Total Phosphorus,2006-02-24 09:34:00,0.002,0.004,<
4529,SQ31051,Total Phosphorus,2006-03-23 13:25:00,0.001,0.004,<
4532,SQ31051,Total Phosphorus,2007-02-28 13:26:00,0.001,0.004,<
4533,SQ31051,Total Phosphorus,2007-03-27 16:00:00,0.003,0.004,<
4534,SQ31051,Total Phosphorus,2007-04-19 11:20:00,0.003,0.004,<
4535,SQ31051,Total Phosphorus,2008-02-19 12:14:00,0.003,0.004,<
4537,SQ31051,Total Phosphorus,2008-04-23 10:17:00,0.002,0.004,<
4589,SQ31065,Total Phosphorus,2004-12-06 13:42:00,0.002,0.004,<
4592,SQ31065,Total Phosphorus,2005-03-16 12:30:00,0.003,0.004,<
4593,SQ31065,Total Phosphorus,2005-04-14 12:05:00,0.003,0.004,<
4594,SQ31065,Total Phosphorus,2006-01-24 00:00:00,0.003,0.004,<
4595,SQ31065,Total Phosphorus,2006-02-24 09:38:00,0.002,0.004,<
4596,SQ31065,Total Phosphorus,2006-03-23 13:20:00,0.002,0.004,<
4599,SQ31065,Total Phosphorus,2007-02-28 13:30:00,0.002,0.004,<
4601,SQ31065,Total Phosphorus,2007-04-19 11:23:00,0.003,0.004,<
4603,SQ31065,Total Phosphorus,2008-03-27 11:10:00,0.003,0.004,<
4642,SQ31093,Total Phosphorus,2004-12-06 14:08:00,0.003,0.004,<
4643,SQ31093,Total Phosphorus,2005-01-11 12:22:00,0.003,0.004,<
4646,SQ31093,Total Phosphorus,2005-04-14 11:40:00,0.003,0.004,<
4647,SQ31093,Total Phosphorus,2006-01-24 11:08:00,0.003,0.004,<
4648,SQ31093,Total Phosphorus,2006-02-24 09:54:00,0.002,0.004,<
4649,SQ31093,Total Phosphorus,2006-03-23 09:30:00,0.002,0.004,<
4652,SQ31093,Total Phosphorus,2007-02-28 13:50:00,0.003,0.004,<
4708,SQ31096,Total Phosphorus,2006-02-24 10:38:00,0.002,0.004,<
4765,SQ32802,Total Phosphorus,2004-12-06 14:20:00,0.003,0.004,<
4769,SQ32802,Total Phosphorus,2005-04-14 11:25:00,0.003,0.004,<
4771,SQ32802,Total Phosphorus,2006-02-24 10:08:00,0.002,0.004,<
4772,SQ32802,Total Phosphorus,2006-03-23 09:45:00,0.003,0.004,<
4829,SQ32804,Total Phosphorus,2005-04-14 11:20:00,0.003,0.004,<
4831,SQ32804,Total Phosphorus,2006-02-24 10:10:00,0.002,0.004,<
5197,SQ33899,Total Phosphorus,2014-08-28 08:26:00,0.007,0.008,<
5223,SQ33899,Total Phosphorus,2016-10-27 08:58:00,0.007,0.008,<
5244,SQ33899,Total Phosphorus,2018-08-29 10:03:00,0.007,0.008,<
5990,SQ34557,Total Phosphorus,2016-01-26 13:06:00,0.006,0.008,<
6632,SQ34866,Total Phosphorus,2014-09-25 10:53:00,0.007,0.008,<
6633,SQ34866,Total Phosphorus,2014-10-15 09:50:00,0.006,0.008,<
6668,SQ34866,Total Phosphorus,2017-09-13 13:55:00,0.007,0.008,<
7272,SQ35792,Total Phosphorus,2015-07-23 09:00:00,0.005,0.008,<
7292,SQ35792,Total Phosphorus,2017-03-24 08:04:00,0.007,0.008,<
7295,SQ35792,Total Phosphorus,2017-06-22 08:54:00,0.007,0.008,<
3,SQ20350,Black Disc Clarity,2013-06-12 10:23:00,3.49,5.15,<
4,SQ20350,Black Disc Clarity,2013-07-16 10:17:00,4.66,5.15,<
6,SQ20350,Black Disc Clarity,2013-09-12 12:15:00,2.59,5.15,<
7,SQ20350,Black Disc Clarity,2013-10-15 11:25:00,0.25,5.15,<
8,SQ20350,Black Disc Clarity,2013-11-11 11:10:00,4.92,5.15,<
13,SQ20350,Black Disc Clarity,2014-04-23 11:20:00,1.0,5.15,<
14,SQ20350,Black Disc Clarity,2014-05-16 10:45:00,2.85,5.15,<
15,SQ20350,Black Disc Clarity,2014-06-18 12:36:00,1.07,5.15,<
16,SQ20350,Black Disc Clarity,2014-07-14 12:29:00,3.47,5.15,<
17,SQ20350,Black Disc Clarity,2014-09-19 12:09:00,4.05,5.15,<
18,SQ20350,Black Disc Clarity,2014-10-14 10:50:00,4.75,5.15,<
20,SQ20350,Black Disc Clarity,2014-12-11 09:49:00,4.62,5.15,<
23,SQ20350,Black Disc Clarity,2015-04-23 11:33:00,3.75,5.15,<
38,SQ20350,Black Disc Clarity,2016-07-14 11:50:00,3.05,5.15,<
40,SQ20350,Black Disc Clarity,2016-09-15 11:40:00,5.0,5.15,<
41,SQ20350,Black Disc Clarity,2016-11-16 13:21:00,0.56,5.15,<
46,SQ20350,Black Disc Clarity,2017-04-13 10:52:00,0.65,5.15,<
49,SQ20350,Black Disc Clarity,2017-08-25 13:45:00,2.9,5.15,<
50,SQ20350,Black Disc Clarity,2017-09-18 11:59:00,3.6,5.15,<
51,SQ20350,Black Disc Clarity,2017-10-13 11:20:00,1.02,5.15,<
55,SQ20350,Black Disc Clarity,2018-03-16 09:48:00,4.6,5.15,<
58,SQ20350,Black Disc Clarity,2018-06-19 13:16:00,4.66,5.15,<
62,SQ20350,Black Disc Clarity,2018-11-12 10:49:00,0.1,5.15,<
63,SQ20350,Black Disc Clarity,2018-12-05 10:47:00,0.85,5.15,<
64,SQ20350,Black Disc Clarity,2019-01-15 09:43:00,2.35,5.15,<
69,SQ20350,Black Disc Clarity,2019-07-08 11:45:00,4.25,5.15,<
70,SQ20350,Black Disc Clarity,2019-08-06 11:18:00,3.7,5.15,<
71,SQ20350,Black Disc Clarity,2019-09-04 11:10:00,3.6,5.15,<
75,SQ30215,Black Disc Clarity,2013-04-04 11:00:00,4.15,7.5,<
76,SQ30215,Black Disc Clarity,2013-05-02 12:30:00,7.0,7.5,<
77,SQ30215,Black Disc Clarity,2013-07-03 13:35:00,7.0,7.5,<
78,SQ30215,Black Disc Clarity,2013-08-01 11:05:00,5.57,7.5,<
79,SQ30215,Black Disc Clarity,2013-09-05 11:39:00,5.9,7.5,<
80,SQ30215,Black Disc Clarity,2013-10-03 10:30:00,6.19,7.5,<
81,SQ30215,Black Disc Clarity,2013-11-04 12:22:00,2.08,7.5,<
82,SQ30215,Black Disc Clarity,2013-12-05 08:48:00,6.05,7.5,<
83,SQ30215,Black Disc Clarity,2014-01-07 09:40:00,4.22,7.5,<
84,SQ30215,Black Disc Clarity,2014-02-05 10:17:00,4.88,7.5,<
85,SQ30215,Black Disc Clarity,2014-03-06 09:30:00,4.1,7.5,<
86,SQ30215,Black Disc Clarity,2014-04-03 12:20:00,5.49,7.5,<
87,SQ30215,Black Disc Clarity,2014-05-06 13:27:00,4.85,7.5,<
88,SQ30215,Black Disc Clarity,2014-06-05 12:05:00,3.87,7.5,<
89,SQ30215,Black Disc Clarity,2014-07-09 12:46:00,5.29,7.5,<
94,SQ30215,Black Disc Clarity,2014-12-03 09:42:00,7.35,7.5,<
95,SQ30215,Black Disc Clarity,2015-03-05 10:08:00,2.15,7.5,<
96,SQ30215,Black Disc Clarity,2015-05-06 11:30:00,5.45,7.5,<
97,SQ30215,Black Disc Clarity,2015-06-04 12:21:00,4.02,7.5,<
98,SQ30215,Black Disc Clarity,2015-07-07 11:30:00,2.7,7.5,<
99,SQ30215,Black Disc Clarity,2015-08-05 12:11:00,5.02,7.5,<
100,SQ30215,Black Disc Clarity,2015-09-10 11:06:00,5.63,7.5,<
101,SQ30215,Black Disc Clarity,2015-10-06 11:27:00,3.27,7.5,<
104,SQ30215,Black Disc Clarity,2016-01-12 10:19:00,6.23,7.5,<
105,SQ30215,Black Disc Clarity,2016-02-04 11:36:00,6.58,7.5,<
106,SQ30215,Black Disc Clarity,2016-03-02 09:53:00,6.65,7.5,<
108,SQ30215,Black Disc Clarity,2016-06-03 12:20:00,5.94,7.5,<
109,SQ30215,Black Disc Clarity,2016-07-11 13:48:00,5.83,7.5,<
110,SQ30215,Black Disc Clarity,2016-08-02 09:18:00,2.33,7.5,<
111,SQ30215,Black Disc Clarity,2016-09-06 09:07:00,4.75,7.5,<
112,SQ30215,Black Disc Clarity,2016-10-07 09:41:00,6.31,7.5,<
113,SQ30215,Black Disc Clarity,2016-11-02 06:57:00,5.88,7.5,<
114,SQ30215,Black Disc Clarity,2016-12-05 08:08:00,4.71,7.5,<
115,SQ30215,Black Disc Clarity,2017-01-12 11:43:00,7.49,7.5,<
116,SQ30215,Black Disc Clarity,2017-03-09 10:31:00,3.97,7.5,<
117,SQ30215,Black Disc Clarity,2017-04-07 12:35:00,3.59,7.5,<
118,SQ30215,Black Disc Clarity,2017-05-10 09:02:00,7.46,7.5,<
119,SQ30215,Black Disc Clarity,2017-06-08 11:41:00,4.69,7.5,<
120,SQ30215,Black Disc Clarity,2017-07-06 11:03:00,4.66,7.5,<
121,SQ30215,Black Disc Clarity,2017-08-07 08:55:00,4.3,7.5,<
122,SQ30215,Black Disc Clarity,2017-09-08 12:19:00,5.85,7.5,<
123,SQ30215,Black Disc Clarity,2017-10-09 09:32:00,3.02,7.5,<
124,SQ30215,Black Disc Clarity,2018-05-08 12:33:00,5.3,7.5,<
125,SQ30215,Black Disc Clarity,2018-06-11 12:23:00,2.6,7.5,<
126,SQ30215,Black Disc Clarity,2018-08-14 08:55:00,2.15,7.5,<
127,SQ30215,Black Disc Clarity,2018-09-14 07:42:00,4.6,7.5,<
128,SQ30215,Black Disc Clarity,2018-10-10 07:34:00,5.72,7.5,<
129,SQ30215,Black Disc Clarity,2018-11-13 08:32:00,7.05,7.5,<
130,SQ30215,Black Disc Clarity,2018-12-05 08:42:00,5.12,7.5,<
131,SQ30215,Black Disc Clarity,2019-01-08 08:49:00,7.3,7.5,<
132,SQ30215,Black Disc Clarity,2019-02-13 09:22:00,4.97,7.5,<
134,SQ30215,Black Disc Clarity,2019-04-09 12:55:00,7.19,7.5,<
135,SQ30215,Black Disc Clarity,2019-05-17 12:04:00,6.64,7.5,<
136,SQ30215,Black Disc Clarity,2019-06-10 09:11:00,6.57,7.5,<
138,SQ30215,Black Disc Clarity,2019-08-07 08:57:00,7.31,7.5,<
140,SQ30369,Black Disc Clarity,2013-05-02 11:55:00,1.2,1.5,<
141,SQ30369,Black Disc Clarity,2013-08-01 11:35:00,0.78,1.5,<
142,SQ30369,Black Disc Clarity,2013-11-04 11:58:00,0.65,1.5,<
143,SQ30369,Black Disc Clarity,2014-02-05 10:53:00,1.32,1.5,<
144,SQ30369,Black Disc Clarity,2014-05-05 13:05:00,0.75,1.5,<
145,SQ30369,Black Disc Clarity,2014-08-07 13:07:00,0.67,1.5,<
146,SQ30369,Black Disc Clarity,2014-11-06 10:25:00,1.07,1.5,<
147,SQ30369,Black Disc Clarity,2015-05-07 13:37:00,0.91,1.5,<
148,SQ30369,Black Disc Clarity,2015-08-06 13:03:00,0.55,1.5,<
149,SQ30369,Black Disc Clarity,2015-11-04 11:23:00,1.17,1.5,<
150,SQ30369,Black Disc Clarity,2016-02-10 12:27:00,1.13,1.5,<
151,SQ30369,Black Disc Clarity,2016-05-12 13:32:00,1.4,1.5,<
152,SQ30369,Black Disc Clarity,2016-08-10 13:18:00,0.67,1.5,<
154,SQ30369,Black Disc Clarity,2017-04-07 11:46:00,0.65,1.5,<
157,SQ30369,Black Disc Clarity,2017-07-06 10:33:00,1.14,1.5,<
158,SQ30369,Black Disc Clarity,2017-08-09 10:45:00,1.14,1.5,<
160,SQ30369,Black Disc Clarity,2017-10-09 09:10:00,0.26,1.5,<
163,SQ30369,Black Disc Clarity,2018-03-06 09:58:00,0.91,1.5,<
164,SQ30369,Black Disc Clarity,2018-05-08 11:54:00,1.35,1.5,<
165,SQ30369,Black Disc Clarity,2018-06-11 11:42:00,0.85,1.5,<
166,SQ30369,Black Disc Clarity,2018-08-07 11:38:00,0.75,1.5,<
167,SQ30369,Black Disc Clarity,2018-09-11 11:00:00,1.14,1.5,<
171,SQ30369,Black Disc Clarity,2019-02-12 12:09:00,1.19,1.5,<
172,SQ30369,Black Disc Clarity,2019-03-08 10:03:00,0.43,1.5,<
173,SQ30369,Black Disc Clarity,2019-04-09 09:22:00,1.28,1.5,<
175,SQ30369,Black Disc Clarity,2019-06-05 11:35:00,0.78,1.5,<
176,SQ30369,Black Disc Clarity,2019-07-11 11:25:00,1.02,1.5,<
177,SQ30369,Black Disc Clarity,2019-08-06 10:54:00,0.62,1.5,<
182,SQ30878,Black Disc Clarity,2013-03-12 11:10:00,0.8,1.5,<
183,SQ30878,Black Disc Clarity,2013-05-23 11:55:00,1.48,1.5,<
184,SQ30878,Black Disc Clarity,2013-06-28 12:38:00,0.94,1.5,<
185,SQ30878,Black Disc Clarity,2013-07-16 12:20:00,0.97,1.5,<
188,SQ30878,Black Disc Clarity,2014-01-22 11:37:00,1.36,1.5,<
190,SQ30878,Black Disc Clarity,2014-04-14 12:10:00,0.88,1.5,<
191,SQ30878,Black Disc Clarity,2014-07-24 12:46:00,0.83,1.5,<
192,SQ30878,Black Disc Clarity,2014-08-19 11:55:00,1.19,1.5,<
